438,2020,Data Scientist,Python,,,,,,,,,,,,,,,
439,2020,Currently not employed,Python,,SQL,,,Java,,,,,,,,,,
440,2020,Business Analyst,Python,R,SQL,,,,,,,,,,,,,
441,2020,Business Analyst,,,,,,,,,,,,,,,,
442,2020,Research Scientist,Python,R,,,,,,,,,,,,,,
443,2020,Product/Project Manager,Python,,SQL,C,C++,Java,,,,Bash,,,,,,
444,2020,Student,Python,,,C,,Java,,,,,MATLAB,,,,,
445,2020,Data Scientist,Python,R,,,,,,,,,,,,,,
446,2020,Software Engineer,Python,,SQL,,,Java,Javascript,,,Bash,,,,,,
447,2020,Data Scientist,Python,,,,,,,,,,,,Other,,,
448,2020,Machine Learning Engineer,Python,,,,,,Javascript,,,,,,,,,
449,2020,Product/Project Manager,,,,,C++,,,,,,MATLAB,,,,,
450,2020,Student,,,,,,,,,,,,,,,,
451,2020,Data Scientist,Python,,SQL,,,,,,,,,,,,,
452,2020,Other,,,,,,,,,,,,None,,,,
453,2020,Machine Learning Engineer,Python,,,C,C++,,,,,,,,,,,
454,2020,Data Scientist,Python,,SQL,,,,,,,,,,,,,
455,2020,Business Analyst,Python,R,SQL,,,,,Julia,,Bash,,,Other,,,
456,2020,Software Engineer,Python,,SQL,,,,Javascript,,,,,,,,,
457,2020,Currently not employed,Python,R,SQL,,,,,,,,,,,,,
458,2020,Other,Python,,SQL,C,,,,,,,,,,,,
459,2020,Data Scientist,Python,,,,,,,,,,,,Other,,,
460,2020,Currently not employed,Python,,,,,,,,,,,,,,,
461,2020,Currently not employed,Python,,,,,,,,,,,,,,,
462,2020,Machine Learning Engineer,Python,R,SQL,,,,,Julia,,Bash,,,,,,
463,2020,Currently not employed,Python,,,,,,,,,,,,,,,
464,2020,Other,,R,,,,,,,,,,,,,,
465,2020,Student,Python,,,,C++,,,,,,,,,,,
466,2020,Data Scientist,Python,,SQL,,,,,,,,,,,,,
467,2020,Student,Python,,,,,,,,,,,,,,,
468,2020,Student,Python,R,,,C++,,,,,,,,,,,
469,2020,Student,Python,,,,,,,,,,MATLAB,,,,,
470,2020,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
471,2020,Student,Python,,,C,C++,,,,,,,,,,,
472,2020,Student,,,,,C++,,Javascript,,,,,,,,,
473,2020,Other,Python,,,,,,,,,,,,,,,
474,2020,Data Analyst,Python,,SQL,,,,,,,,,,,,,
475,2020,Data Engineer,Python,,SQL,,,,,,,,,,,,,
476,2020,Machine Learning Engineer,Python,,,,C++,,,,,,,,,,,
477,2020,Software Engineer,Python,,,,,,,,,,,,,,,
478,2020,Other,,,,,,,,,,,,,,,,
479,2020,Software Engineer,,,SQL,,,,Javascript,,,,,,Other,,,
480,2020,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
481,2020,Student,Python,,,C,,,,,,,,,,,,
482,2020,Software Engineer,Python,,SQL,,,Java,Javascript,,,,,,,,,
483,2020,Product/Project Manager,Python,,SQL,,,,Javascript,,,,,,,,,
484,2020,Currently not employed,Python,R,SQL,,,,,,,,,,,,,
485,2020,Other,Python,,SQL,,,,Javascript,,,,,,Other,,,
486,2020,Other,Python,,SQL,,,,,,,,,,,,,
487,2020,Data Analyst,Python,,,,C++,,,,,,MATLAB,,Other,,,
488,2020,Data Engineer,Python,,SQL,,,Java,Javascript,,,,,,,,,
489,2020,Data Scientist,,,,,,,,Julia,,,,,Other,,,
490,2020,Data Analyst,Python,R,SQL,C,C++,Java,,,,,,,,,,
491,2020,Data Scientist,Python,,SQL,,,,,,,,,,,,,
492,2020,Product/Project Manager,Python,R,,C,,Java,,,,,MATLAB,,,,,
493,2020,Business Analyst,Python,,,,,,,,,,,,,,,
494,2020,Student,Python,,,C,C++,,Javascript,,,,,,,,,
495,2020,Business Analyst,,R,,,,,,,,,,,,,,
496,2020,Data Analyst,,,,,,,,,,,,,,,,
497,2020,Data Analyst,Python,,SQL,,C++,,,,,,,,,,,
498,2020,Student,,,SQL,,,,,,,,,,,,,
499,2020,Student,,,,,,Java,,,,,,,,,,
500,2020,Other,Python,R,SQL,,,,,,,,,,,,,
501,2020,Machine Learning Engineer,Python,,,,C++,,,,,,,,,,,
502,2020,Data Analyst,Python,,SQL,C,,,Javascript,,,,,,,,,
503,2020,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
504,2020,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
505,2020,Data Scientist,Python,,,,,,,,,,,,,,,
506,2020,DBA/Database Engineer,Python,R,SQL,,,,Javascript,,,,,,,,,
507,2020,Data Analyst,Python,,SQL,,,,,,,,,,,,,
508,2020,Student,Python,R,,,,,,,,,,,,,,
509,2020,Student,Python,,,,C++,,,,,,MATLAB,,,,,
510,2020,Other,Python,,,C,C++,,,,,,,,,,,
511,2020,,,,,,,,,,,,,,,,,
512,2020,Business Analyst,Python,,SQL,,,,,,,,,,,,,
513,2020,Other,Python,,SQL,,,Java,,,,,,,,,,
514,2020,Data Analyst,Python,,SQL,,,,,,,,,,,,,
515,2020,Student,Python,,,,,,,,,,,,,,,
516,2020,Software Engineer,,,SQL,,,Java,Javascript,,,,,,,,,
517,2020,Software Engineer,Python,,,,,,,,,,,,,,,
518,2020,Student,Python,,SQL,,,,,,,,,,,,,
519,2020,Other,Python,,,,,,,,,,MATLAB,,,,,
520,2020,Student,Python,,,,,,,,,,,,,,,
521,2020,Research Scientist,Python,R,,,,,,,,,MATLAB,,,,,
522,2020,Machine Learning Engineer,Python,,,,,Java,,,,,,,,,,
523,2020,Currently not employed,Python,,SQL,,,,,,,,MATLAB,,,,,
524,2020,Data Analyst,Python,,,C,,Java,,,,,,,,,,
525,2020,Student,Python,,SQL,C,C++,Java,,,,,,,,,,
526,2020,Student,Python,,,C,C++,,Javascript,,,,MATLAB,,,,,
527,2020,Product/Project Manager,,,SQL,,,,,,,,,,,,,
528,2020,Other,Python,R,,,,,,,,,,,,,,
529,2020,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
530,2020,Product/Project Manager,Python,R,SQL,,,,,,,,,,,,,
531,2020,Data Scientist,Python,,SQL,,,,,,,,,,,,,
532,2020,Product/Project Manager,Python,R,SQL,,,,,,,,,,Other,,,
533,2020,Currently not employed,Python,,,,,,,,,,,,,,,
534,2020,Other,,,,,,,,,,,,,Other,,,
535,2020,Business Analyst,Python,,SQL,,,,,,,,,,,,,
536,2020,Other,Python,,,,,Java,,,,,,,,,,
537,2020,Other,,,,,,,,,,,,,,,,
538,2020,Product/Project Manager,Python,,SQL,,,,,,,,,,,,,
539,2020,Student,Python,,SQL,,,,,,,,,,,,,
540,2020,Other,Python,,,,,,,,,,,,,,,
541,2020,Data Scientist,Python,,,,,,,,,,,,,,,
542,2020,Data Engineer,Python,,,,,Java,,,,Bash,,,,,,
543,2020,Currently not employed,,,SQL,,,,,,,,,,,,,
544,2020,Data Scientist,Python,,,,,,,,,,,,,,,
545,2020,Other,,,SQL,,,,,,,,,,,,,
546,2020,Software Engineer,,,SQL,,,,Javascript,,,,,,,,,
547,2020,Data Scientist,Python,R,SQL,,,,,,,Bash,,,,,,
548,2020,Student,Python,,,,,Java,,,,,,,,,,
549,2020,Currently not employed,Python,R,SQL,,,,,,,,,,,,,
550,2020,Student,Python,,,,,,,,,,,,,,,
551,2020,Research Scientist,,,,C,,,,,,,MATLAB,,,,,
552,2020,Student,Python,,SQL,,C++,,,,,Bash,MATLAB,,,,,
553,2020,Currently not employed,,,,,,,,,,,,,,,,
554,2020,Other,Python,,,,,,,,,,,,,,,
555,2020,Student,Python,,SQL,,C++,,,,,,,,,,,
556,2020,Currently not employed,Python,,,,,,,,,,,,,,,
557,2020,Data Scientist,Python,R,,,,,,,,,,,,,,
558,2020,Data Scientist,Python,,,,,,,,,,,,,,,
559,2020,Student,Python,,SQL,C,C++,Java,Javascript,,,,,,,,,
560,2020,Business Analyst,Python,,,,,,,,,,,,,,,
561,2020,Data Scientist,Python,R,SQL,,,Java,Javascript,,,,,,,,,
562,2020,Data Scientist,,R,,,,,,,,,,,,,,
563,2020,Research Scientist,Python,,SQL,,,,Javascript,,,,MATLAB,,,,,
564,2020,Student,,,,,,,,,,,,,,,,
565,2020,Machine Learning Engineer,Python,,SQL,C,C++,Java,Javascript,,,,MATLAB,,,,,
566,2020,Software Engineer,Python,,SQL,,,Java,,,,,,,,,,
567,2020,Student,,,,,,,,,,,,,Other,,,
568,2020,Student,Python,,SQL,,C++,Java,,,,,,,,,,
569,2020,Other,,,,,,,,,,,,,,,,
570,2020,Other,Python,,,,,Java,,,,,,,,,,
571,2020,Data Scientist,Python,,SQL,,,,,,,Bash,,,,,,
572,2020,Currently not employed,Python,,SQL,,,,Javascript,,,,,,,,,
573,2020,Data Engineer,Python,,SQL,,,,,,,,,,,,,
574,2020,Student,Python,R,,,,,,,,,,,,,,
575,2020,Student,Python,,,,,,,,,,,,,,,
576,2020,Data Engineer,Python,,SQL,,,,,,,,,,,,,
577,2020,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
578,2020,Student,Python,,,,,,,,,,,,,,,
579,2020,Student,Python,,,,C++,,,,,,,,,,,
580,2020,Software Engineer,,,,,,Java,,,,,,,,,,
581,2020,Currently not employed,Python,,SQL,,,,,,,,,,,,,
582,2020,Research Scientist,Python,,,,,,,,,,,,,,,
583,2020,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
584,2020,Research Scientist,Python,,,C,C++,,,,,,MATLAB,,,,,
585,2020,Business Analyst,,,,,,,,,,,,None,,,,
586,2020,Software Engineer,Python,,SQL,,,,,,,,,,,,,
587,2020,Currently not employed,Python,,SQL,C,C++,,,,,,,,,,,
588,2020,Research Scientist,Python,,,,,,,,,,,,Other,,,
589,2020,Machine Learning Engineer,Python,,,,,,,,,Bash,,,,,,
590,2020,Student,Python,,,,,Java,,,,,MATLAB,,,,,
591,2020,Data Analyst,Python,,SQL,,,,,,,,,,,,,
592,2020,Student,Python,R,SQL,,C++,Java,,,,Bash,,,,,,
593,2020,Student,Python,,SQL,C,,,Javascript,,,,,,,,,
594,2020,Currently not employed,Python,,SQL,,,,,,,,,,,,,
595,2020,Data Analyst,Python,,,,,,,,,,,,Other,,,
596,2020,Student,,,,,,,,,,,,,,,,
597,2020,Data Engineer,Python,R,,,,,,,,,,,,,,
598,2020,Other,Python,,,,,,,,,,,,,,,
599,2020,Data Analyst,Python,,,,,,,,,,,,,,,
600,2020,Software Engineer,Python,,SQL,,,,Javascript,,,,,,Other,,,
601,2020,Research Scientist,Python,,,,,,,,,,,,,,,
602,2020,Machine Learning Engineer,Python,,,C,,Java,,,,,,,,,,
603,2020,Data Scientist,Python,,,C,,,Javascript,,,,,,,,,
604,2020,Other,Python,,,,,,,,,,,,,,,
605,2020,Currently not employed,Python,,SQL,,,,,,,,,,,,,
606,2020,Data Analyst,Python,,SQL,,,,,,,,,,,,,
607,2020,Research Scientist,Python,R,,C,C++,,,,,Bash,MATLAB,,,,,
608,2020,Software Engineer,Python,,SQL,,,,Javascript,,,,,,,,,
609,2020,Student,,,,,,Java,,,,,MATLAB,,,,,
610,2020,Student,,,,,,,,,,,,,,,,
611,2020,Other,,,,,,,,,,,,None,,,,
612,2020,Currently not employed,Python,,,,,,,,,,,,,,,
613,2020,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
614,2020,Research Scientist,Python,R,,,,,,,,,,,,,,
615,2020,Other,Python,,,,,,,,,,,,,,,
616,2020,Data Analyst,Python,,,,,,,,,,,,,,,
617,2020,Research Scientist,Python,,,,,,,,,,,,,,,
618,2020,Product/Project Manager,Python,,,,,,,,,,,,,,,
619,2020,Software Engineer,Python,,,C,C++,,,,,Bash,,,,,,
620,2020,Student,Python,,,C,,,,,,,,,,,,
621,2020,,,,,,,,,,,,,,,,,
622,2020,Product/Project Manager,,,,,,,,,,,MATLAB,,,,,
623,2020,Software Engineer,Python,,,,,,Javascript,,,Bash,,,,,,
624,2020,Student,,,,C,C++,Java,,,,,,,,,,
625,2020,Software Engineer,Python,,SQL,,C++,,Javascript,,,,,,Other,,,
626,2020,Data Analyst,Python,R,SQL,,,Java,,,Swift,,,,,,,
627,2020,Currently not employed,Python,R,,,,,,,,,,,,,,
628,2020,Data Scientist,Python,R,SQL,,,,,,,,,,Other,,,
629,2020,Research Scientist,,,,,,,,,,,,,,,,
630,2020,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
631,2020,Student,Python,,,C,C++,,,,,,MATLAB,,,,,
632,2020,Software Engineer,,,,,,,Javascript,,,,,,,,,
633,2020,Product/Project Manager,,R,SQL,,,,,,,,,,,,,
634,2020,Product/Project Manager,Python,,,,,Java,,,,,,,,,,
635,2020,Research Scientist,Python,,,,,,Javascript,,,,,,,,,
636,2020,Student,Python,,SQL,,C++,,Javascript,,,,,,,,,
637,2020,Product/Project Manager,Python,R,SQL,C,C++,,,,,,,,,,,
638,2020,Research Scientist,Python,,SQL,C,C++,,,,,,,,,,,
639,2020,Student,Python,,,,C++,,,,,,,,,,,
640,2020,Other,,,SQL,,,,,,,,,,,,,
641,2020,Student,Python,,SQL,,,Java,,,,,,,,,,
642,2020,Student,Python,,,,,,,,,,,,,,,
643,2020,Data Scientist,Python,,SQL,,,,,,,,,,,,,
644,2020,Student,Python,,SQL,,C++,Java,,,,,,,,,,
645,2020,,,,,,,,,,,,,,,,,
646,2020,Data Engineer,Python,,,C,C++,,,,,,MATLAB,,,,,
647,2020,Student,Python,,,,,,,,,,,,,,,
648,2020,Data Scientist,Python,R,SQL,C,,,,Julia,,Bash,,,,,,
649,2020,Business Analyst,Python,,SQL,,,,,,,,,,,,,
650,2020,Currently not employed,,,,,,,,,,,,,,,,
651,2020,Student,Python,,,,C++,,,,,,,,,,,
652,2020,Data Scientist,Python,,,,,,,,,,,,,,,
653,2020,Data Scientist,Python,,SQL,,C++,,,,,Bash,,,,,,
654,2020,Software Engineer,Python,,,,,,,,,,,,Other,,,
655,2020,Data Scientist,Python,,SQL,,,,,,,,,,,,,
656,2020,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
657,2020,Data Scientist,Python,R,,,,,,,,,,,,,,
658,2020,Student,Python,,,,,,,,,,,,,,,
659,2020,Other,Python,,SQL,,,,,,,,,,,,,
660,2020,Data Scientist,Python,,SQL,,,,,,,Bash,,,,,,
661,2020,Student,Python,,SQL,,,,,,,,,,,,,
662,2020,Other,Python,,,C,C++,,,,,,,,,,,
663,2020,Data Scientist,Python,,,,,,,,,,,,,,,
664,2020,Data Analyst,Python,,,,,,,,,,,,,,,
665,2020,Other,,,,,,,,,,,,,,,,
666,2020,Research Scientist,Python,,SQL,,,,,,,Bash,MATLAB,,Other,,,
667,2020,Data Engineer,Python,,,,,,,,,,,,,,,
668,2020,Data Analyst,,,SQL,,,,,,,,,,Other,,,
669,2020,Student,Python,R,SQL,C,C++,Java,,,,,,,,,,
670,2020,Other,Python,,,,,,,,,,,,,,,
671,2020,Student,,,,,,,,,,,,,,,,
672,2020,Data Analyst,,,,,,,,,,,,,,,,
673,2020,Data Scientist,Python,,SQL,,,,,,,,,,,,,
674,2020,Software Engineer,,,,,,,Javascript,,,,,,,,,
675,2020,Data Scientist,Python,,SQL,C,,Java,Javascript,,,,,,,,,
676,2020,Data Scientist,Python,R,SQL,,,,,,,Bash,,,,,,
677,2020,,,,,,,,,,,,,,,,,
678,2020,Research Scientist,,R,,,,,,,,,,,Other,,,
679,2020,Software Engineer,Python,R,SQL,C,C++,Java,Javascript,,,Bash,,,Other,,,
680,2020,Currently not employed,Python,,,,,,,,,,,,,,,
681,2020,Student,Python,,,C,C++,Java,Javascript,,,,,,,,,
682,2020,Data Scientist,Python,,,,,,,,,,,,,,,
683,2020,Student,Python,R,,,C++,,,,,,MATLAB,,,,,
684,2020,Student,Python,,,,,,,,,,,,,,,
685,2020,Other,,,SQL,C,C++,Java,,,,,,,Other,,,
686,2020,Product/Project Manager,,,,,,,,,,,,,,,,
687,2020,Currently not employed,Python,R,SQL,C,,,,,,,,,,,,
688,2020,Data Scientist,Python,,,,,,,,,,,,,,,
689,2020,Student,Python,,,,C++,Java,,,,,,,,,,
690,2020,Other,Python,,SQL,C,,,Javascript,,,,,,Other,,,
691,2020,Product/Project Manager,Python,,,,,,,,,,,,,,,
692,2020,Student,Python,,SQL,,,Java,Javascript,,,,,,,,,
693,2020,Data Scientist,Python,R,,,,,,,,,,,,,,
694,2020,Research Scientist,Python,,SQL,,,,,,,Bash,,,,,,
695,2020,Machine Learning Engineer,Python,,SQL,,,,,,,,,,,,,
696,2020,Business Analyst,,,SQL,,,,,,,,,,Other,,,
697,2020,,,,,,,,,,,,,,,,,
698,2020,Student,Python,,,,,,,,,,,,,,,
699,2020,Other,Python,,,,,,,,,,,,,,,
700,2020,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
701,2020,Student,Python,,,,C++,,,,,,MATLAB,,,,,
702,2020,Student,,,SQL,,,,,,,,,,,,,
703,2020,Software Engineer,Python,R,SQL,,,,,,,,,,,,,
704,2020,Software Engineer,,,,,,Java,,,,,,,,,,
705,2020,Currently not employed,Python,R,,,,,,,,,,,,,,
706,2020,Software Engineer,Python,,,,C++,,,,,Bash,,,Other,,,
707,2020,Currently not employed,Python,,,,,,,,,,,,,,,
708,2020,Student,,R,,,,,,,,,,,,,,
709,2020,Data Scientist,Python,R,SQL,,,,,,,Bash,,,,,,
710,2020,Software Engineer,,,SQL,C,,,,,,,,,Other,,,
711,2020,Data Analyst,,,,,,,,,,,,,,,,
712,2020,,,,,,,,,,,,,,,,,
713,2020,Data Scientist,Python,,SQL,,,,,,,,MATLAB,,,,,
714,2020,Currently not employed,Python,,,C,,,,,,,,,Other,,,
715,2020,,,,,,,,,,,,,,,,,
716,2020,Machine Learning Engineer,Python,,SQL,,C++,,,,,Bash,,,,,,
717,2020,Student,Python,,,C,C++,,,,,,MATLAB,,,,,
718,2020,Software Engineer,Python,,,,,,,,,,MATLAB,,,,,
719,2020,Currently not employed,Python,,SQL,,,,Javascript,,,,,,Other,,,
720,2020,Student,Python,R,,,,,,,,,,,,,,
721,2020,Student,Python,,,,,,Javascript,,,,,,,,,
722,2020,Other,Python,,SQL,,,,Javascript,,,,,,,,,
723,2020,Currently not employed,Python,,,C,C++,,,,,,,,,,,
724,2020,Data Engineer,Python,R,,,,,,,,,,,,,,
725,2020,Student,Python,,SQL,,,,,,,,,,,,,
726,2020,Student,Python,,,C,C++,Java,,,,,MATLAB,,,,,
727,2020,Data Scientist,Python,,SQL,,,,,,,,,,,,,
728,2020,Software Engineer,Python,,,C,,Java,Javascript,,,,,,,,,
729,2020,Student,Python,,,,C++,,,,,,,,,,,
730,2020,,,,,,,,,,,,,,,,,
731,2020,Student,Python,,,,,Java,,,,,,,,,,
732,2020,Student,,,,,,,,,,,,,,,,
733,2020,Currently not employed,Python,,SQL,,,Java,Javascript,,,,,,Other,,,
734,2020,Data Analyst,Python,,,,,,,,,,,,,,,
735,2020,Student,,,,,,,,,,,MATLAB,,,,,
736,2020,Statistician,Python,R,,,,,,,,,,,,,,
737,2020,Student,,R,SQL,,,,,,,,,,,,,
738,2020,Software Engineer,,,,C,C++,,Javascript,,,,,,,,,
739,2020,Research Scientist,Python,R,,,,,,,,,,,,,,
740,2020,Product/Project Manager,Python,,,,,,,,,,,,,,,
741,2020,Data Scientist,Python,,,,,,,,,,,,,,,
742,2020,Student,Python,,,,,,,,,,,,,,,
743,2020,Data Analyst,Python,R,SQL,,,,,,,Bash,,,,,,
744,2020,Software Engineer,Python,,SQL,,,Java,Javascript,,,Bash,,,Other,,,
745,2020,Research Scientist,Python,,,,,,,,,,,,,,,
746,2020,,,,,,,,,,,,,,,,,
747,2020,Software Engineer,Python,,SQL,,,,Javascript,,,Bash,,,,,,
748,2020,Currently not employed,Python,,SQL,,,,,,,,,,,,,
749,2020,Data Scientist,Python,R,,,,,,,,,,,,,,
750,2020,Software Engineer,Python,,SQL,,,Java,,,,,,,,,,
751,2020,Software Engineer,Python,,,C,,Java,,,,,,,,,,
752,2020,Student,Python,,,C,C++,Java,,,,Bash,MATLAB,,,,,
753,2020,Student,Python,R,,,,,,,,,MATLAB,,,,,
754,2020,Data Analyst,Python,,,,,,Javascript,,,,,,,,,
755,2020,Business Analyst,,,,,,,,,,,,None,,,,
756,2020,Student,,,SQL,C,C++,Java,,,,,,,,,,
757,2020,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
758,2020,Currently not employed,Python,R,,C,C++,,,,,,MATLAB,,,,,
759,2020,Student,Python,,,,,,,,,,,,,,,
760,2020,Software Engineer,,,SQL,,,,,,,,,,Other,,,
761,2020,Data Scientist,Python,,SQL,,,,,,,,,,,,,
762,2020,Student,Python,,,C,,,Javascript,,,,,,,,,
763,2020,Student,,,,,,,,,,,,None,,,,
764,2020,Machine Learning Engineer,Python,,SQL,C,C++,Java,Javascript,,,,,,,,,
765,2020,Currently not employed,Python,,SQL,,,,,,,,,,,,,
766,2020,Other,Python,,,,,,,,,,,,,,,
767,2020,Data Analyst,,,SQL,,,,,,,,,,,,,
768,2020,Student,Python,,,,,,,,,,,,,,,
769,2020,Student,Python,,,,,Java,Javascript,,,,,,,,,
770,2020,Software Engineer,,,,,,Java,,,,,,,,,,
771,2020,Data Scientist,Python,,,,,,,,,,,,,,,
772,2020,Research Scientist,Python,,,C,C++,Java,,,,,MATLAB,,,,,
773,2020,Student,Python,R,,,,,,,,Bash,MATLAB,,,,,
774,2020,Currently not employed,Python,,SQL,,,,,,,,,,,,,
775,2020,Other,Python,,SQL,,,Java,,,,Bash,,,,,,
776,2020,Data Analyst,Python,R,SQL,C,C++,,,,,Bash,,,,,,
777,2020,,,,,,,,,,,,,,,,,
778,2020,Machine Learning Engineer,Python,,,,,,,,,,MATLAB,,,,,
779,2020,Data Analyst,Python,,SQL,C,C++,Java,Javascript,,,,,,,,,
780,2020,Product/Project Manager,Python,,SQL,,,,,,,,,,,,,
781,2020,Student,Python,,,,,,,,,,,,,,,
782,2020,Data Scientist,,,,,,,,,,,,,Other,,,
783,2020,Student,Python,,,C,C++,,,,,Bash,,,,,,
784,2020,Data Scientist,Python,,,,,,,Julia,,,,,,,,
785,2020,Business Analyst,,R,,,,,,,,,,,,,,
786,2020,Business Analyst,Python,R,SQL,,,,,,,,,,,,,
787,2020,Data Scientist,Python,,,,C++,,,,,,,,,,,
788,2020,Software Engineer,Python,,SQL,,,,Javascript,,,,,,Other,,,
789,2020,Student,Python,,,C,,Java,,,,,,,,,,
790,2020,Business Analyst,,,,,,,,,,,,,,,,
791,2020,Product/Project Manager,Python,,,,,,,,,,,,,,,
792,2020,Currently not employed,,,,,,,,,,,,,,,,
793,2020,Student,Python,,,,,,,,,,,,,,,
794,2020,Student,Python,,,,,Java,,,,,,,,,,
795,2020,Software Engineer,Python,,,C,C++,,,,,,,,,,,
796,2020,Other,,,,,,,,,,,,,,,,
797,2020,Data Scientist,Python,R,,,,,,,,,,,,,,
798,2020,Data Scientist,Python,,SQL,,,,Javascript,Julia,,Bash,,,,,,
799,2020,Other,Python,R,SQL,C,,Java,Javascript,,,,,,,,,
800,2020,Machine Learning Engineer,Python,,SQL,,,Java,,,Swift,,MATLAB,,,,,
801,2020,Data Analyst,Python,,,,,,,,,,,,,,,
802,2020,Business Analyst,Python,,SQL,,,,,,,,,,,,,
803,2020,Data Scientist,,R,SQL,C,C++,,,,,,MATLAB,,Other,,,
804,2020,Statistician,Python,R,,,,,,,,,,,,,,
805,2020,Data Analyst,Python,R,SQL,,,,,,,,MATLAB,,,,,
806,2020,Data Analyst,Python,,SQL,,,,,,,,,,,,,
807,2020,Data Analyst,Python,,SQL,,,,,,,,,,,,,
808,2020,Student,Python,,,,C++,,,,,,MATLAB,,,,,
809,2020,Business Analyst,Python,,,,,,,,,,,,Other,,,
810,2020,Currently not employed,Python,,SQL,,,,,,,,,,Other,,,
811,2020,Currently not employed,Python,,,,,,,,,,,,,,,
812,2020,Data Analyst,Python,,SQL,,,,,,,,,,,,,
813,2020,Other,Python,R,,,,,,,,,,,,,,
814,2020,Data Scientist,Python,,,,,,,,,,,,,,,
815,2020,Other,Python,,,,C++,,,,,,MATLAB,,,,,
816,2020,Currently not employed,,,SQL,,,Java,,,,,,,,,,
817,2020,Other,Python,,,,,,,,,,,,,,,
818,2020,Data Analyst,Python,,,,,,,,,,,,,,,
819,2020,DBA/Database Engineer,Python,,SQL,,,,Javascript,,,,,,,,,
820,2020,Statistician,,R,,,,,,,,,,,,,,
821,2020,Data Scientist,Python,,SQL,,,,,,,,,,,,,
822,2020,Data Scientist,Python,,,,,,,,,,,,,,,
823,2020,Currently not employed,Python,,,,,,,,,,,,,,,
824,2020,Currently not employed,Python,,,C,,,,,,,MATLAB,,,,,
825,2020,Other,Python,R,SQL,C,,,Javascript,,,,,,,,,
826,2020,Product/Project Manager,,,,,,,,,,,,None,,,,
827,2020,Other,Python,,SQL,,,,Javascript,,,,,,,,,
828,2020,Software Engineer,,,SQL,,,Java,,,,,,,,,,
829,2020,Research Scientist,Python,R,SQL,C,C++,Java,Javascript,,,,MATLAB,,,,,
830,2020,Data Scientist,Python,,,,,,,,,,,,,,,
831,2020,Machine Learning Engineer,Python,,SQL,,,,,,,,,,,,,
832,2020,Data Analyst,,,,,,,,,,,,,,,,
833,2020,Machine Learning Engineer,Python,,,C,C++,,,,,,,,,,,
834,2020,Student,Python,,,,,,,,,,,,,,,
835,2020,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
836,2020,Research Scientist,Python,R,,,,,,,,,,,,,,
837,2020,Student,,R,,,,,,,,,,,,,,
838,2020,Other,Python,,,,,,,,,,,,,,,
839,2020,Student,Python,,,,C++,,,,,,,,,,,
840,2020,Student,,,,,,,,,,,,,,,,
841,2020,Currently not employed,Python,,,,,,,,,,,,,,,
842,2020,Data Scientist,Python,,SQL,,,,,,,,,,,,,
843,2020,Student,Python,,,,,,,,,,,,,,,
844,2020,Software Engineer,Python,,,C,C++,,,,,Bash,,,,,,
845,2020,Software Engineer,Python,,,C,,Java,,,,,,,,,,
846,2020,Product/Project Manager,Python,,SQL,,,,,,,,,,,,,
847,2020,Research Scientist,Python,,,,,,,,,,,,,,,
848,2020,Data Engineer,Python,R,SQL,,,Java,,,,,,,,,,
849,2020,Student,Python,,SQL,C,C++,Java,Javascript,,,,,,,,,
850,2020,Data Scientist,Python,,SQL,C,,,Javascript,,,,,,,,,
851,2020,Research Scientist,Python,,,,,,,,,,MATLAB,,,,,
852,2020,Other,,R,,,,,Javascript,,,,,,,,,
853,2020,,,,,,,,,,,,,,,,,
854,2020,,,,,,,,,,,,,,,,,
855,2020,Machine Learning Engineer,,,,,C++,,,,,,MATLAB,,,,,
856,2020,Currently not employed,Python,,,,,,,,,,,,,,,
857,2020,,,,,,,,,,,,,,,,,
858,2020,Data Scientist,Python,R,SQL,C,,,,Julia,,,MATLAB,,Other,,,
859,2020,Machine Learning Engineer,Python,,,C,C++,,,,,,,,,,,
860,2020,Student,Python,,,,C++,,,,,,,,,,,
861,2020,Data Scientist,Python,R,SQL,,,,,,,,,,,,,
862,2020,Product/Project Manager,Python,,SQL,,,,,,,,,,,,,
863,2020,Data Scientist,Python,,SQL,,,,,,,,,,Other,,,
864,2020,Currently not employed,,,,,,,,,,,,,,,,
865,2020,Currently not employed,Python,R,SQL,,,,,,,,,,,,,
866,2020,Student,Python,,,,,,,,,,,,,,,
867,2020,Currently not employed,Python,,,,,,,,,,,,,,,
868,2020,Research Scientist,Python,,,C,C++,Java,,,,,,,,,,
869,2020,Currently not employed,Python,,,,C++,,,,,,,,,,,
870,2020,Student,Python,,SQL,,,,,,,Bash,,,,,,
871,2020,,,,,,,,,,,,,,,,,
872,2020,,,,,,,,,,,,,,,,,
873,2020,,,,,,,,,,,,,,,,,
